,Age,Gender,O,C,E,A,N,Hassle,Severity
0,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,25,2
1,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,41,1
2,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,48,3
3,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,15,4
4,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,38,3
5,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,3,4
6,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,0,2
7,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,24,3
8,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,20,4
9,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,47,3
10,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,35,2
11,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,33,3
12,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,49,4
13,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,29,3
14,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,6,1
15,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,19,2
16,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,50,3
17,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,27,5
18,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,28,3
19,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,12,4
20,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,10,4
21,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,21,4
22,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,31,2
23,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,45,4
24,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,32,2
25,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,43,1
26,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,30,3
27,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,44,2
28,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,42,2
29,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,9,4
30,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,26,1
31,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,37,2
32,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,14,4
33,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,46,3
34,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,11,2
35,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,39,4
36,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,4,3
37,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,51,1
38,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,34,2
39,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,23,1
40,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,8,4
41,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,36,3
42,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,40,1
43,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,7,3
44,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,5,3
45,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,18,3
46,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,2,2
47,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,17,4
48,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,13,2
49,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,16,3
50,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,1,3
51,21,2,16.0,19.285714285714285,15.11111111111111,34.714285714285715,21.714285714285715,22,1
52,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,25,3
53,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,41,2
54,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,48,1
55,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,15,2
56,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,38,2
57,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,3,1
58,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,0,2
59,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,24,1
60,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,20,2
61,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,47,3
62,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,35,3
63,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,33,2
64,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,49,3
65,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,29,1
66,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,6,3
67,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,19,1
68,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,50,1
69,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,27,1
70,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,28,1
71,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,12,1
72,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,10,1
73,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,21,1
74,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,31,1
75,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,45,2
76,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,32,3
77,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,43,2
78,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,30,1
79,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,44,1
80,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,42,1
81,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,9,3
82,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,26,2
83,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,37,1
84,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,14,2
85,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,46,2
86,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,11,1
87,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,39,1
88,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,4,1
89,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,51,1
90,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,34,1
91,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,23,2
92,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,8,1
93,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,36,1
94,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,40,1
95,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,7,2
96,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,5,1
97,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,18,1
98,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,2,1
99,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,17,1
100,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,13,1
101,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,16,1
102,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,1,1
103,21,0,34.0,19.285714285714285,20.444444444444446,9.0,28.57142857142857,22,1
104,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,25,3
105,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,41,3
